ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","AEP TEXAS CENTRAL COMPANY","Reliant","Secure Advantage 12",0.1270,0.0970,0.0920,63.5000,97.0000,184.0000,False,1,"Fixed","20","Value","12","12","Value","150.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","$9.95/month base charge if usage falls below 800 kWh in a month. No base charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. See reliant.com for more details. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WF3713.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad20.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Power House Energy","Priority Power Plan",0.1190,0.1190,0.1190,59.5000,119.0000,238.0000,True,0,"Variable","4","Value","0","0","Value","0.00","https://www.powerhousetx.com/enrollment/default.aspx","Same or Next Day Move-In!","http://www.powerhousetx.com/docs/PP-TOS-043012eg.pdf","http://www.powerhousetx.com/docs/PP-EFL-043012-Centerpoint-EG.pdf","http://www.powerhousetx.com/docs/PP-PDS-043012-Centerpoint-EG.pdf","True","DOUBLE YOUR POWER TODAY! Make your first payment to start the service and we will double your money. Larger payment = bigger credit. We will double it all! No promo code required! *A credit will be applied to accounts within 5 days from the time of enrollment. Expires 6/30/2012. Smart meter required. Subject to change. See Terms of Service and Prepaid Disclosure Statement at the time of enrollment for all the details. More info: www.powerhousetx.com or call 1-800-576-9374.",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","Easy Fixed 3",0.1220,0.0970,0.0920,61.0000,97.0000,184.0000,False,1,"Fixed","1","Value","3","3","Value","100.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-3/msid/51","*Lock in for 3 months *Enrollment in the Bounce Energy Rewards Program. *Earn bill credits, gift cards, and FREE electricity for your loyalty to Bounce Energy.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/easyfixed3.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Just Energy","Online Basic 12",0.1220,0.1040,0.1000,61.0000,104.0000,200.0000,False,1,"Fixed","1","Value","12","12","Value","150.00","http://justenergy.com/p/ptc/?referID=ptc-tx-centerpoint-justenergylink-rateshield12basic","No Special Terms","http://www.justenergy.com/download_texas_document.html?file=dHlwZT1HeUlOdTA2M0pDbyUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1GUk5ydTdkbTVzRSUzRCZkaXN0cmlidXRvcj0wbmZyV2pDU2hkMmF5NzYlMkZ1MUl6bnclM0QlM0QmcHJvZHVjdD1LbjVuakxENlV4dTVLNGthTW1xeXZzcnZZSUVremZ0dV","http://www.justenergy.com/download_texas_document.html?file=dHlwZT10REdBWDh3d255TSUzRCZtYXJrZXQ9bFZGV09xY2dVaTglM0QmdGRzcD1GUk5ydTdkbTVzRSUzRCZkaXN0cmlidXRvcj0wbmZyV2pDU2hkMmF5NzYlMkZ1MUl6bnclM0QlM0QmcHJvZHVjdD1LbjVuakxENlV4dTVLNGthTW1xeXZzcnZZSUVremZ0dV","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Ambit Energy","Texas Select Variable Plan",0.1460,0.1360,0.1320,73.0000,136.0000,264.0000,False,0,"Variable","5","Value","0","0","Value","0.00","http://www.ambitenergy.com","Promotional Offers - Available Only To First Time Customers","http://www.ambitenergy.com/mediaserver/media/get/TexasTermsOfService","http://www.ambitenergy.com/mediaserver/media/get/TSVPRNG0_509_287_1","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Cirro Energy","Smart Guard 12",0.1110,0.0890,0.0840,55.5000,89.0000,168.0000,False,1,"Fixed","4","Value","12","12","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3292&tdsp_id=63&agent_id=101","Save on your electricity and well protect your home appliances for FREE. Sign up today on the Smart Guard plan to lock in your savings for one year and as a bonus, you will receive FREE coverage up to $1,000 in annual payment for damage caused by electrical surges to your homes electronics and appliances.","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=2981","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=2981","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Texpo Energy","Try Us Out Plan",0.1340,0.1070,0.1010,67.0000,107.0000,202.0000,False,0,"Variable","10","Value","0","0","Text","$0.00","http://www.texpoenergy.com","No Special Terms","http://www.texpoenergy.com/Docs/texpo-tos-flex.pdf","http://www.texpoenergy.com/Docs/texpo-efl-flex-nongreen.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","Potentia Energy","Potentia No Credit Check 6",0.1200,0.1000,0.1000,60.0000,100.0000,200.0000,False,1,"Fixed","6","Value","6","6","Value","150.00","http://www.potentiaenergy.com/registration-select-your-plan.php?zone=SHARYLAND","Don't want to hassle with credit check? Try our newest product, Potentia No Credit Check 6! Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. Also offering high consumption customers a credit of $9.99 each billing cycle. Please see TOS & EFL for more information.","http://www.potentiaenergy.com/plan_pdfs/new_mep/RT010412NCC.pdf","http://www.potentiaenergy.com/plan_pdfs/new_mep/SU_PNCC6_1000_043012.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Spark Energy","12 Month Spark 100% Renewable Advantage",0.1300,0.1070,0.1050,65.0000,107.0000,210.0000,False,1,"Fixed","100","Value","12","12","Value","300.00","https://www.sparkenergy.com","No Special Terms","https://www.sparkenergy.com/Documents/pdf/57315dd3-c803-4255-b923-619d9d97f9b3.pdf","http://www.sparkenergy.com/documents/pdf/6b1c55e6-5336-4a83-b3a4-70624f9be2c3.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Reliant","Reliant PowerTracker (R)",0.1100,0.1000,0.0960,55.0000,100.0000,192.0000,False,2,"Indexed","7","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","24/7 customer service *Offer available only to customers enrolling in this plan online. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WF3713.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/090175188098bb21.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Gexa Energy","SmoothStart Green",0.1070,0.0910,0.0830,53.5000,91.0000,166.0000,False,0,"Variable","100","Value","1","1","Value","0.00","http://www.gexaenergy.com/PTC","|Get the Light of your life.  For less.  |Lock-in a low fixed rate plan and save.  |Make your bill more predictable with Gexa Energys Budget Billing.  |Free online bill pay and automatic billing options are also available.","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=8856&doctype=TOS","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=8856&doctype=EFL","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","StarTex Power ","Star ""Secure"" 2 Year Plan",0.1110,0.1060,0.1040,55.5000,106.0000,208.0000,False,1,"Fixed","9","Value","24","24","Value","250.00","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ETF24ND4504SA-TNMP-Fixed-24-20120501.pdf","","False","No Promotion",0
"","","NUECES ELECTRIC COOPERATIVE","Texas Power","Texas Power Month-to-Month Variable Rate Plan",0.1274,0.1074,0.1074,63.7000,107.4000,214.8000,False,0,"Variable","10","Value","1","1","Value","0.00","http://www.texaspoweronline.com","No Special Terms","http://www.texaspoweronline.com/content/forms/TXP_TOS.pdf","http://www.texaspoweronline.com/content/forms/Variable/RES_EFL_NUE_VAR.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Tara Energy","Tara Energy Green 24",0.1090,0.0920,0.0910,54.5000,92.0000,182.0000,False,1,"Fixed","100","Value","24","24","Value","250.00","http://www.taraenergy.com/Tara06/view+plans+and+prices.aspx?DUNS=007923311&promocode=PTCGREEN","Enjoy electricity from 100% Renewable Sources.","http://www.taraenergy.com/WE/PDFRightsTerms/RES_TOS_ENG_TE.pdf","http://www.taraenergy.com/taraptcefls/TE_Res_EFL_AEPN_Green_24.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Liberty Power","Home Independence Plan",0.1320,0.1160,0.1090,66.0000,116.0000,218.0000,False,1,"Fixed","2","Value","24","24","Text","Yes, please see terms & condit","http://www.libertypowercorp.com","Gross Receipt Tax (GRT) and applicable Sales Tax are not included","http://www.libertypowercorp.com/LPT_HOMEIP_Contract.pdf","http://www.libertypowercorp.com/LPT_EFL_RES_24.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Reliant","Clear Flex Plan",0.1060,0.0800,0.0760,53.0000,80.0000,152.0000,False,0,"Variable","7","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","$9.95/month base charge if usage falls below 800 kWh in a month. No base charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. See reliant.com for more details. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WF3713.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad18.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Reliant","Clear Flex Plan",0.1360,0.1060,0.1000,68.0000,106.0000,200.0000,False,0,"Variable","7","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WN0273&s.campaign=A3P_ERCOT_2010JulPTCOffers","$9.95/month base charge if usage falls below 800 kWh in a month. No base charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. Average price does not include the base charge. See reliant.com for more details about this offer. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WN0273.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad40.pdf","","True","Lower introductory price of $.077/kWh (based on 1000 kwh monthly usage) effective until meter read after 07/31/2012.",0
"","","AEP TEXAS NORTH COMPANY","First Choice Power","First Choice Web Select",0.1040,0.0990,0.0970,52.0000,99.0000,194.0000,False,1,"Fixed","11","Value","12","12","Value","150.00","http://www.firstchoicepower.com/power-to-choose-t","No Special Terms","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20760N08_20120327.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Organic Power Fixed 6",0.1220,0.0980,0.0940,61.0000,98.0000,188.0000,False,1,"Fixed","100","Value","6","6","Value","150.00","http://www.bounceenergy.com/texas/green-plan-fixed-6/msid/51","*Call 1-866-962-6862 to sign up! *100% green energy, locked in for 6 bills.*Rewards Program with movie tickets or free companion airline ticket, bill credits or gift cards, and FREE electricity.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/organicpowerfixed6.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Stream Energy","Flex Choice Plan",0.1510,0.1210,0.1160,75.5000,121.0000,232.0000,False,0,"Variable","11","Value","1","1","Value","0.00","http://www.streamenergy.net/","No Special Terms","http://www.streamenergy.net/stream_documents.asp","http://www.streamenergy.net/stream_documents.asp","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","YEP","9 Month Green Earth 100% Renewable Guaranteed E-Plan With Fixed Term ",0.1270,0.1000,0.0940,63.5000,100.0000,188.0000,False,1,"Fixed","100","Value","9","9","Value","175.00","http://www.yeptexas.com/","Sign up and receive YEP's Low Price Guaranty","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-9-green.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Mission Power","Mission Savings 12",0.1109,0.0910,0.0910,55.4500,91.0000,182.0000,False,1,"Fixed","0","Value","12","12","Value","195.00","www.missionpower.com","No Special Terms","http://www.missionpower.info/web/pdf/tos/2011-08-23-DRAFT-Residential-Mission%20V%202.2.pdf","http://www.missionpower.info/app/edi/pdf/programs/20120503_FIX12_MP.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","BOUNCE ENERGY","Terrific 12",0.1200,0.0960,0.0920,60.0000,96.0000,184.0000,False,1,"Fixed","0","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-12/msid/51","*Call 1-866-962-6862 to learn more! *Lock in this rate for the next 12 months. *Pay on-time and earn rewards such as bill credits, gift cards, movie tickets, and a free month of electricity. ","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/terrific12.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Stream Energy","Flex Choice Plan",0.1420,0.1160,0.1130,71.0000,116.0000,226.0000,False,0,"Variable","11","Value","1","1","Value","0.00","http://www.streamenergy.net/","No Special Terms","http://www.streamenergy.net/stream_documents.asp","http://www.streamenergy.net/stream_documents.asp","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","YEP","24 Month Green Earth 100% Renewable E-Plan With Fixed Term ",0.1280,0.1030,0.0980,64.0000,103.0000,196.0000,False,1,"Fixed","100","Value","24","24","Value","175.00","http://www.yeptexas.com/","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Gexa Energy","Gexa 12",0.0990,0.0880,0.0820,49.5000,88.0000,164.0000,False,1,"Fixed","12","Value","12","12","Value","150.00","http://www.gexaenergy.com/PTC","|Get the Light of your life.  For less.  |Lock-in a low fixed rate plan and save.  |Make your bill more predictable with Gexa Energys Budget Billing.  |Free online bill pay and automatic billing options are also available.","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9039&doctype=TOS","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=9039&doctype=EFL","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Potentia Energy","Potentia Peace of Mind 3",0.1370,0.1170,0.1170,68.5000,117.0000,234.0000,False,1,"Fixed","6","Value","3","3","Value","150.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT010412B.pdf","https://enrollment.potentiaenergy.com/Documents/CPL_PPOM3_1170_050312.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Pennywise Power","Wise Buy 3",0.1160,0.0900,0.0860,58.0000,90.0000,172.0000,False,1,"Fixed","7","Value","3","3","Value","75.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4133","Electronic Billing and Auto payment via bank draft, credit card, or debit card required. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4133.","https://www.pennywisepower.com/files/09017518809dd16a.pdf","https://www.pennywisepower.com/files/0901751880ac46ed.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Reach Energy","Spring Special E-Plan 3 Months",0.1150,0.0650,0.0650,57.5000,65.0000,130.0000,False,1,"Fixed","0","Value","3","3","Value","125.00","http://www.reachenergyllc.com/service.html","Limited time only! Special offer for customers.CALL NOW TO START at 1-866-580-1194 ","http://www.reachenergyllc.com/TOS_V20111027.pdf","http://www.reachenergyllc.com/RFqeZZ.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Pennywise Power","Wise Buy 3",0.1280,0.0990,0.0940,64.0000,99.0000,188.0000,False,1,"Fixed","7","Value","3","3","Value","75.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4135","Electronic Billing and Auto payment via bank draft, credit card, or debit card required. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4135.","https://www.pennywisepower.com/files/09017518809dd16a.pdf","https://www.pennywisepower.com/files/0901751880a71b3d.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Reliant","Reliant Sell-Back-12SM  Plan",0.1070,0.1040,0.1030,53.5000,104.0000,206.0000,False,1,"Fixed","20","Value","12","12","Value","150.00","http://www.reliant.com/en_US/Page/Shop/Public/Solar_Solutions_Overview_Page_with_promo.jsp?s.campaign=A3P_2011PTCSolar","The Reliant Sell-Back Plan is only for people with solar PV systems or wind generation installed at their home. This plan includes a bill credit for any excess electricity produced by your generation system that flows from your house onto the grid. The sell-back price will be equal to the energy charge for the first 500 kWh put back onto the grid each month. Reliant will pay 5 cents/kWh for any additional generation returned to the grid. The customers home generation system must be connected to the grid by their TDSP to receive payment for their surplus generation. The price can change only to reflect actual adjustments allowed by the Public Utility Commission of Texas rules due to changes in law or regulatory charges after the issue date of your Electricity Facts Label. This offer is for new customers only who enroll through Power to Choose.","http://www.reliant.com/en_US/Supporting_Docs/Legal/R1F1343E.pdf","http://www.reliant.com/files/0901751880ab14ca.pdf","","False","No Promotion",0
